label,tweet
anger,"Ndak usah jauh jauh mikir besok pemimpinmu siapa, mikir nanti sahur makan apa aja dulu. Kalo masih berharap dapet takjil saur on the road, fix nggak usah sok koar koar deh gonta ganti pemimpin xixixi"
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 kek gitu bgttt
sadness,wkwk Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 banget dong
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh bgttt
happy,[USERNAME] Selamat Siang Sahabat Pos. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL]
happy,Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 banget yaampun
happy,wkwk Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 kek gitu
sadness,"Wkwk gw pikir dia serius, ternyata cuma mainin perasaan. hancur."
happy,BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩 PLEASE...
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. sih bgttt
sadness,"GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. PLISSS"
anger,"eh Bangshaaat emg lo! Udah ngerebut, nyalahin pula! sumpah"
fear,"GUE TAKUT BGT NGADEPIN HARI SENIN, KERJAAN NUMPUK ABIS CUTI. DONG"
anger,CIEE GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 PARAH
happy,"ciee Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 bgt"
happy,yah Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 sumpah
sadness,jengjeng nyanyi pakai okulele simak oh simak susah amat sih lu-_-
sadness,wkwk Gak tau kenapa akhir2 ini ngerasa kosong aja... 😭
happy,Untunge mereka tanggung jawab (kasih kaos ganti) setelah diguyur air kadi korban keisengan temen2 [USERNAME] [USERNAME] aisjogja aisjateng_plat_h
happy,"Sudah dibangun, mas. Di Kabupaten Sidrap, Sulawesi selatan. Sedikit telat bila dibandingkan dengan negara lain. But, not bad lah. [URL]"
happy,"LIAT SUNSET DI PANTAI SAMBIL MINUM ES KELAPA, HIDUP EMG INDAH BGT 😎 SIH"
anger,Btw orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! bgt sumpah
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! deh
sadness,"Anjir gw pikir dia serius, ternyata cuma mainin perasaan. hancur."
anger,BTW GW CAPE-CAPE NGERJAIN EH MALAH DIBILANG GAK NGAPA-NGAPAIN. EMOSI JIWA. KEK GITU PLISSS
anger,"anjir Bangshaaat emg lo! Udah ngerebut, nyalahin pula!"
fear,yah Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... bgttt
fear,"Bukannya bersimpati aku liat akun kayak gitu malah jadi serem, malah jadi takut soalnya videonya dia menghancurkan dengan cara brutal dengan cara pake kampak terus di posting gitu. Sedih kali loh liatnya."
anger,"Sudah saatnya menjadi singa yang garang dan terhormat,, Bukan lagi menjadi anjing penjaga kepentingan yang memberi makan........ [URL]"
happy,wkwk Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 sumpah
happy,"Baru tau kalo anak sd sekarang ga pake buku tulis kudu disampul coklat. Mereka menggunakan binder file. Keren lah, gue ga perlu repot sampul menyampul belasan buku"
happy,Love this pic terima kasih atas waktu yang sangat indah Note:abaikan muka gw yang kaya babu @ Pantai Legon Prima Anyer
fear,"Pertanyaan yg bakal ditanya nanti pas lebaran itu pasti begini ""galuh udah selesai? "" - Alhamdulillah udah bisa jawab. "" sekarang kerja dimana? "" - Alhamdulillah udah bisa jawab. "" kapan nikahnya? "" - Alhamdulillah, eum..itu..anu..eh.. ((JEDERRRRRRR))"
sadness,wkwk Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 bgt deh
anger,anjir Jangan main2 sama hati orang! Lo kira ini lucu? lohh
fear,Yah takut kehilangan orang2 yang gw sayang. dunia ini gak pasti... parah plisss
sadness,Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 bgt
sadness,"eh Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. sih"
happy,"Yah liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎"
fear,"RASANYA KAYAK DIAWASI TERUS, SEREM BGT PADAHAL SENDIRI DI RUMAH 😱 ASLII DONG"
fear,"yaallah Liat berita kriminal tiap hari, bikin parnoan kemana2. parah"
sadness,kadang pulang cerita ke anak isteri abis nonton konser a b c dan gratis krn sembari kerja. tapi... tiap anaknya nanya konser ina itu kelewatan. sedih. #yha.
happy,"HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖"
anger,"Ya apa salahnya si mbak dishare ulang, postan mu iku di grup udh tenggelem jauh. Kirim poto ini poto itu, tau sendiri kan. Gregetan aku tu mbak karo koe."
anger,Min [USERNAME] info perka pagi kereta langsir di THB donk.... jadi pnp [USERNAME] bisa antisipasi di stasiun sebelumnya.jangan pas di tengah sinmas ditahan 15 menit buat nunggu langsiran KAJJ
sadness,"AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. YAAA"
anger,anjir Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. kek gitu
anger,Siapa bilang kafir gabung sama khilafah bro jgn alihkan isu anda itu siapa penyelundup dari kaum bumidatar se-olah2 pro Pancasila [USERNAME] [URL]
happy,"Ustad [USERNAME] saya ingin bertanya, Apakah mereka ini ustad yang mengajari? Saya jadi curiga, karena saya ulang2 video ini tapi tetep ngakak"
happy,EH DAPET KEJUTAN DARI DIAA! SWEET BANGEEET HUHUHU 😍 PARAH 😭
fear,"ciee Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. sih"
sadness,Secret admirer mah gitu Instagram difollback doi aja langsung bikin pengumuman ke temen temen. Padahal mah doi emang begitu orangnya. Suka follback siapapun yang follow dia. Ampe olshop pun mungkin juga difollback :( [URL]
love,"Setiap detik mikirin kamu, pengen terus ada di sampingmu. bgt anjirrr"
love,"Tersulah seperti itu, yang ku mau darimu saat ini kau berkata jujur saja tentang cinta yang sengaja kau bungkus dengan amarah, bukankah kau telah berhasil mengalahkanku saat pertama kali aku jatuh cinta pada senyummu itu. terakhir: izinkan aku meminjamnya sekali lagi [USERNAME]"
anger,CIEE GW CAPE-CAPE NGERJAIN EH MALAH DIBILANG GAK NGAPA-NGAPAIN. EMOSI JIWA. BGT
anger,Jangan main2 sama hati orang! Lo kira ini lucu? lohh
sadness,"anjir Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. kek gitu"
sadness,ANJIR KANGEN RUMAH TAPI HARUS KUAT NGEJAR CITA2. SEDIHH 😢
love,"Setiap detik mikirin kamu, pengen terus ada di sampingmu. sih yaampun"
happy,"eh Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 banget sumpah"
sadness,"Ga juga dong mestinya bijak karena beliau itu orang2 hebat, sebagai tokoh yang tustas urusan kebutuhan ekonomi, namun sayangnya belum tentu menjadi orang-orang besar sekelas Gusdur apalagi Bung Karno, beliau2 ini sedang diuji karena sejarah mencatatnya [URL]"
love,"Yaallah lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. lohh dong"
love,"YAH CINTA ITU SABAR, SETIA, DAN TULUS. GW BELAJAR ITU DARI LO 🥺"
anger,wkwk Jangan main2 sama hati orang! Lo kira ini lucu? please...
love,"Semenjak sama doi. Status ku udah 3 kali dikomen hahaha. Karna sebenarnya ak sama dia jarang ngobrol. Ihh kek ada aja yang baca. Udah ah. Gemesh, ngga sabar pengen peluk"
happy,anjir Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 kek gitu
sadness,"YAH GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. PARAH"
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 banget plisss
sadness,wkwk Gak tau kenapa akhir2 ini ngerasa kosong aja... aslii deh
love,Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 parah sumpah
fear,"yah Liat berita kriminal tiap hari, bikin parnoan kemana2. sih"
sadness,"GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. ANJIRRR"
sadness,yah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 please...
fear,"eh Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. yaaa"
love,"ciee Setiap detik mikirin kamu, pengen terus ada di sampingmu. deh"
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 banget bgttt"
happy,"btw Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 kek gitu"
happy,WKWK AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓
anger,Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 bgt
sadness,"[Askmf] coba deh sekali aja lu jd gue, ngrasain jatuh cinta diem diem, lu perhatian ke gue dan gue senengnya diem diem, tiba tiba dapet kabar lu jadian ama cewe lain juga gue diem. Diem diem sakit ndiri."
sadness,iya tur iya jangan sombong lagi ya :d lah mav kalau sudah sombong sma kam tur :/ dari kemaren2
sadness,yah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 dong
sadness,btw Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 dong
happy,"[USERNAME] [USERNAME] Waw thx u bgt menginspirasi, fyi saya jg lagi ngerintis usaha ini baruuuu bgtt...jd masih butuh banyak info trik n trik, btw, saya tertarik tuh cara dpt brg brended things dr FO, krn selama ini ambil dr tangan ke 2... Produk jual"
anger,ciee Jangan main2 sama hati orang! Lo kira ini lucu?
sadness,yah Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 plisss
happy,Baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩 parah
fear,"btw Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. lohh"
anger,wkwk Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah!
happy,Alhamdulillah pengalaman baru bersama teman-teman peminatan Psikometri Terima kasih [USERNAME] puspendikbalitbang atas kepercayaannya kepada kami.
love,"Sosok jyoti itu apa? Knp gua bisa jadi secret admire lu? I like your ""typing"",bener kata orang klo lagi bucin apa aja di sukain. Tapi serius gua suka ngestalk lu karna typing lu ke orang orang"
anger,yah Jangan main2 sama hati orang! Lo kira ini lucu? bgt
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 banget 😭
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. yaaa deh
anger,"Wkwk bangshaaat emg lo! udah ngerebut, nyalahin pula! bgt"
anger,belajar agama yg tuntas jd nga ngarang dalam hidup. Isa saja disebut2 dialquran trus lu mau jelek2in Isa?? Bisa baca alquran ga? [URL]
love,wkwk Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 kek gitu
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 lohh
love,seluruh hidup saya. saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia. bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya. sesayang itu. saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui.
anger,"Nah lho.. Yg digadang2 bakal benerin dan majuin daerahnya,malah pesen barang aja ke luar negeri Pdhl hasil kerajinan penduduk lokal aja byk yg bagus Ga habis pikir deh gw Giliran gini aja kalian g koar2,,klo toko sebelah polah dikit aja ""pedes"" tuh mulut klo diem aja"
sadness,"anjir Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. dong"
sadness,"Yaallah air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. yaampun"
happy,Kasarnya dia bilang kalo pake lg dengerin musik yg kluar slalu musiknya Shinhwa. Bikin pengen joget wkwk xD. Itu namanya autoreaction sih xD [URL]
sadness,"AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN. 😭"
anger,eh Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. bgt
anger,"Hati-hati jika belanja di [USERNAME] barang tidak dikirim,uang tidak kembali"
fear,"Trs pas udh ampe staisun nya lg nih, beliau marah2 dong krn gue pake gopay. Yha gmn yak, suka2 w atuhlah ya maw payment via apa. Krn w takut, w lgsg kabur aja  Msk ke stasiun nya."
happy,"Perkembangan teknologi nggak akan ada habisnya deh. Semakin lama, manusia akan terus-menerus berinovasi bagi teknologi termasuk koneksi internet. Positifnya, hal tersebut pasti bisa membantu dan mempermudah pekerjaan manusia."
fear,"Selama ini g sedikit orang yg ngasih tau saya berobat di sana di sana, dipijet di sini di sini. Tapi saran2 tsb cm saya iyain aja. Bukannya g mau berusaha, TAKUT CUY. Orang yg mijet bukan org medis, g ngerti anatomi. Pernah akupuntur sekali, itupun sm dokter, dan udah sekali aja"
fear,"Katanya ak dsuruh berdoa mudah2n besok pagi ada cewek cantik, gk tau tiba2 ada didpan rumah yg gak masuk akal jatuh cinta sama gue. / aku pikir2 kalo dia gila gimana? :v"
sadness,"Ya allah bangun tidur, bau ada yg masak, taunya temen w bule yang masak. Cupu banget kalo mokel gara2 gini doang. Udah ditawarin sih tadi ama si bule. Hmmmm"
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... sih
happy,Yuhuuu w/ panutanqu [USERNAME] andra_photo happy sekaliiii ketemu lagi dilain acara
sadness,"btw Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. banget plisss"
sadness,anjir Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 lohh
anger,Wkwk orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! parah
anger,"wkwk Bangshaaat emg lo! Udah ngerebut, nyalahin pula! sumpah"
happy,btw Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 dong
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! please...
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 aslii
happy,"EH HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖"
happy,Yah dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 parah
anger,percuma balik jakarta bilang juga tidak-ada yang mengajak main! pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu doang!
anger,"Bangshaaat emg lo! Udah ngerebut, nyalahin pula! anjirrr"
sadness,"yah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. kek gitu"
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! ASLII"
love,"yaallah Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. aslii"
sadness,eh Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 bgt bgttt
anger,Jangan main2 sama hati orang! Lo kira ini lucu? yaaa sumpah
love,wkwk Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 banget 😭
fear,"Ah jadi emo anjir ga berasa udah mau jadi mahasiswa aja, masih agak cemas dan takut bayangin ke depannya kek gimana, lingkungan yg bener2 baru dan orang2 dari berbagai daerah, semoga gue bisa ngejalaninnya:("
happy,yah Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 sih
love,"yaallah Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. please..."
fear,"ciee Liat berita kriminal tiap hari, bikin parnoan kemana2. dong"
happy,[USERNAME] Percayalah....setiap ada cobaan.pasti di balik itu semua ada hikmahnya...dan menguji seberapa jauh kita berusaha menjalaninya...
happy,ciee Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 bgt plisss
happy,Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 sumpah
happy,"Untuk sebagian orang, lagu ini mungkin alay. Tapi ini lagu pertama yg ai bawain pake sound dan panggung yang lumayan bagus. I was nothing back then"
love,"eh Setiap detik mikirin kamu, pengen terus ada di sampingmu. aslii"
sadness,"anjir Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. please..."
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. yaaa sumpah"
happy,"Jadi hampir seminggu nyari jam tanggan yang cocok di gue dan cocok di dia. Gue mau ini dia gamau, dia mau itu guenya gamau. Trus akhirnya dia selalu menyerah dengan pilihan gue huhu macii. trs dia pilih abu2 gue pilih hitam (warna gak couple gapapa) trus dia bilang 'yaudah hitam'"
anger,yah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah!
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 banget bgttt
sadness,"ciee Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. aslii bgttt"
anger,btw Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 lohh please...
fear,"wkwk Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. aslii"
anger,GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 SIH 😭
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 aslii
anger,JANGAN MAIN2 SAMA HATI ORANG! LO KIRA INI LUCU? SIH
love,"Anjir setiap detik mikirin kamu, pengen terus ada di sampingmu."
love,"btw Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. yaampun"
anger,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dsb Mereka ga mikir, kalo mau speak up itu butuh keberanian, karna sebenernya pelecehan itu aib tp kalo ga speak up itu orang jg ga bakal jera, ga ngerasa mal"
anger,"Jaman dulu dipanggil nama sama cewek yg di suka aja udh gemetaran ngalahin tes pantokhir akmil, lah skrng kalo ga pap tt katanya ga sayang, sadar woyy dia itu cewek yg berusaha mati matian di bahagiain ayahnya, jangan lo rusak gtu aja buat nurutin nafsu lo #OldMoneyGakNgerasain"
anger,Yaallah gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 yaampun
anger,Btw gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 aslii
sadness,wkwk Gak tau kenapa akhir2 ini ngerasa kosong aja... aslii
fear,"GUE TAKUT BGT NGADEPIN HARI SENIN, KERJAAN NUMPUK ABIS CUTI. SUMPAH"
happy,"Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 bgt 😭"
anger,"BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA! KEK GITU YAAMPUN"
happy,wkwk Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 😭
sadness,yaallah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 bgt bgttt
love,wkwk Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 sih please...
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. hancur. bgttt"
anger,"anjir Bangshaaat emg lo! Udah ngerebut, nyalahin pula! parah deh"
fear,"yaallah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... anjirrr"
happy,YAALLAH AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 SIH
anger,"Orang kek gitu emang harus dikasih pelajaran. Kalo bukan kita kita yang kritis, siapa lagi? Mereka mereka yang beraninya di belakang itu? HAHA"
happy,"Yaallah hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖"
love,"yah Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. aslii"
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaaa dong
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 kek gitu bgttt
love,"Belaian seorang anak perempuan kepada ayahnya ketika jatuh sakit ternyata dapat membuat si ayah tertidur pulas *sunbathuk* ""cepat sembuh bapak"""
happy,"HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖 BGT YAAMPUN"
love,"[USERNAME] Apaa eh sengajanya tu , sayang dah baca b ku sayang sudah take note already . Baby love you unconditionally. Baby cinta b right and treat my king well arasso? . Kiss sini MUAHHHH!"
love,Yaallah nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 bgttt
sadness,"anjir Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. sih dong"
anger,btw Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! lohh yaampun
fear,"Setiap malam gw mimpi buruk, takut bgt kejadian nyata... sih bgttt"
anger,ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH!
sadness,ciee Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 aslii
sadness,"Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. lohh"
